Member_number,Date,itemDescription,year,month,day,day_of_week
3468,6/02/2014,whipped/sour cream,2014,2,6,3
1905,21/02/2015,sausage,2015,2,21,5
1361,7/12/2015,salt,2015,12,7,0
4572,29/10/2015,sausage,2015,10,29,3
4975,5/08/2015,yogurt,2015,8,5,2
2141,24/04/2014,sugar,2014,4,24,3
3856,2/08/2014,yogurt,2014,8,2,5
4970,23/07/2015,berries,2015,7,23,3
2973,31/07/2014,semi-finished bread,2014,7,31,3
4456,16/05/2015,other vegetables,2015,5,16,5
2520,16/01/2014,newspapers,2014,1,16,3
3039,9/02/2015,whole milk,2015,2,9,0
3007,4/01/2014,rolls/buns,2014,1,4,5
3641,2/01/2014,root vegetables,2014,1,2,3
2782,6/09/2015,other vegetables,2015,9,6,6
3857,30/12/2014,soda,2014,12,30,1
2176,8/08/2015,onions,2015,8,8,5
4898,9/10/2014,bottled beer,2014,10,9,3
4401,10/09/2014,bottled water,2014,9,10,2
4068,1/10/2015,frankfurter,2015,10,1,3
4771,3/06/2014,specialty vegetables,2014,6,3,1
3574,13/02/2015,margarine,2015,2,13,4
4236,25/11/2015,misc. beverages,2015,11,25,2
1423,13/10/2014,mustard,2014,10,13,0
1567,4/11/2015,bottled water,2015,11,4,2
3573,19/11/2014,butter,2014,11,19,2
1023,28/06/2015,bottled beer,2015,6,28,6
1894,8/04/2015,hamburger meat,2015,4,8,2
4745,29/09/2015,rolls/buns,2015,9,29,1
4852,17/06/2015,whole milk,2015,6,17,2
3325,4/11/2014,hard cheese,2014,11,4,1
1887,2/03/2014,yogurt,2014,3,2,6
2664,20/09/2015,chicken,2015,9,20,6
4217,30/08/2014,curd,2014,8,30,5
4669,14/03/2014,whole milk,2014,3,14,4
1682,25/06/2015,cake bar,2015,6,25,3
2146,30/05/2014,sausage,2014,5,30,4
3960,15/02/2014,rolls/buns,2014,2,15,5
1118,25/12/2015,pastry,2015,12,25,4
4822,26/02/2015,brown bread,2015,2,26,3
4759,20/02/2015,other vegetables,2015,2,20,4
2754,5/02/2015,fruit/vegetable juice,2015,2,5,3
4749,9/11/2014,root vegetables,2014,11,9,6
4037,29/12/2015,root vegetables,2015,12,29,1
3245,24/01/2015,pip fruit,2015,1,24,5
2258,21/01/2014,seasonal products,2014,1,21,1
1706,13/11/2014,grapes,2014,11,13,3
3057,28/01/2014,soda,2014,1,28,1
3535,16/02/2014,rolls/buns,2014,2,16,6
1411,20/02/2015,frankfurter,2015,2,20,4
3962,13/12/2014,white bread,2014,12,13,5
1494,29/09/2015,canned beer,2015,9,29,1
3249,4/02/2014,dessert,2014,2,4,1
1594,28/05/2014,specialty bar,2014,5,28,2
1808,21/07/2015,tropical fruit,2015,7,21,1
2065,3/01/2014,white bread,2014,1,3,4
2865,14/05/2015,oil,2015,5,14,3
1540,14/08/2015,beef,2015,8,14,4
3720,22/03/2014,beverages,2014,3,22,5
3438,6/11/2014,margarine,2014,11,6,3
3041,15/09/2015,sausage,2015,9,15,1
4445,15/04/2015,flour,2015,4,15,2
4388,19/02/2015,citrus fruit,2015,2,19,3
4682,19/03/2015,coffee,2015,3,19,3
1977,1/12/2015,canned beer,2015,12,1,1
3007,12/02/2014,canned beer,2014,2,12,2
3378,13/03/2014,rolls/buns,2014,3,13,3
1656,13/08/2015,whole milk,2015,8,13,3
2706,10/03/2015,bottled water,2015,3,10,1
2346,8/05/2015,newspapers,2015,5,8,4
3593,3/11/2014,softener,2014,11,3,0
1993,7/08/2015,tropical fruit,2015,8,7,4
3688,2/09/2014,whipped/sour cream,2014,9,2,1
1009,14/05/2015,yogurt,2015,5,14,3
1991,31/10/2014,butter,2014,10,31,4
1694,10/01/2014,long life bakery product,2014,1,10,4
3982,13/02/2014,dessert,2014,2,13,3
3636,19/11/2014,rolls/buns,2014,11,19,2
1190,18/05/2014,pip fruit,2014,5,18,6
3643,26/09/2014,pastry,2014,9,26,4
3470,10/04/2015,bottled beer,2015,4,10,4
1407,29/07/2015,whole milk,2015,7,29,2
2543,23/05/2015,pip fruit,2015,5,23,5
2533,23/12/2014,bottled water,2014,12,23,1
3175,23/11/2015,chicken,2015,11,23,0
4336,10/12/2014,brown bread,2014,12,10,2
4669,25/06/2015,whipped/sour cream,2015,6,25,3
4335,6/10/2015,napkins,2015,10,6,1
4512,11/08/2015,newspapers,2015,8,11,1
4153,28/09/2014,brown bread,2014,9,28,6
2712,21/06/2015,grapes,2015,6,21,6
1052,27/10/2015,soft cheese,2015,10,27,1
3086,4/04/2015,shopping bags,2015,4,4,5
4745,28/03/2014,bottled water,2014,3,28,4
4494,24/04/2014,beef,2014,4,24,3
1509,11/04/2015,hard cheese,2015,4,11,5
3653,21/10/2015,pork,2015,10,21,2
1050,30/05/2014,pasta,2014,5,30,4
3051,29/11/2015,rolls/buns,2015,11,29,6
3618,22/07/2014,brown bread,2014,7,22,1
3224,8/06/2014,cream cheese ,2014,6,8,6
3527,11/03/2014,dish cleaner,2014,3,11,1
3793,7/02/2015,flower (seeds),2015,2,7,5
2538,27/07/2015,seasonal products,2015,7,27,0
2234,24/12/2015,frankfurter,2015,12,24,3
1921,17/08/2014,tropical fruit,2014,8,17,6
1237,22/02/2014,cleaner,2014,2,22,5
3818,8/08/2015,meat,2015,8,8,5
4660,7/10/2015,dishes,2015,10,7,2
2072,28/11/2015,other vegetables,2015,11,28,5
1951,27/07/2014,bottled beer,2014,7,27,6
1499,5/11/2014,sliced cheese,2014,11,5,2
1757,24/02/2015,salty snack,2015,2,24,1
1604,11/04/2015,pip fruit,2015,4,11,5
3061,2/10/2015,berries,2015,10,2,4
1756,6/03/2014,whole milk,2014,3,6,3
2512,9/02/2015,coffee,2015,2,9,0
1086,26/09/2014,herbs,2014,9,26,4
1419,4/07/2015,hygiene articles,2015,7,4,5
2834,8/01/2014,shopping bags,2014,1,8,2
4986,10/06/2014,dessert,2014,6,10,1
1635,20/12/2014,shopping bags,2014,12,20,5
1341,11/08/2014,root vegetables,2014,8,11,0
1995,6/12/2015,root vegetables,2015,12,6,6
4065,5/11/2015,margarine,2015,11,5,3
3931,22/06/2014,margarine,2014,6,22,6
1426,26/10/2014,specialty cheese,2014,10,26,6
4192,22/02/2014,butter,2014,2,22,5
1717,4/06/2014,rolls/buns,2014,6,4,2
4036,14/06/2014,misc. beverages,2014,6,14,5
4272,6/06/2015,coffee,2015,6,6,5
4750,8/04/2015,whipped/sour cream,2015,4,8,2
2264,22/07/2014,bottled beer,2014,7,22,1
1010,4/10/2014,kitchen towels,2014,10,4,5
3683,10/05/2014,hard cheese,2014,5,10,5
2813,20/12/2014,other vegetables,2014,12,20,5
3903,2/06/2015,margarine,2015,6,2,1
2981,12/03/2015,whole milk,2015,3,12,3
4288,25/09/2015,meat,2015,9,25,4
3773,17/03/2014,mustard,2014,3,17,0
3744,12/08/2015,domestic eggs,2015,8,12,2
1208,8/03/2014,bottled water,2014,3,8,5
2493,8/07/2015,onions,2015,7,8,2
3921,18/06/2014,cream cheese ,2014,6,18,2
4184,28/06/2015,pastry,2015,6,28,6
4949,18/08/2015,rolls/buns,2015,8,18,1
4624,21/08/2014,fruit/vegetable juice,2014,8,21,3
4661,16/08/2014,hamburger meat,2014,8,16,5
3297,2/08/2015,sausage,2015,8,2,6
3629,22/11/2014,yogurt,2014,11,22,5
1327,7/04/2015,bottled beer,2015,4,7,1
3100,19/12/2014,root vegetables,2014,12,19,4
1220,16/11/2014,sausage,2014,11,16,6
1477,20/11/2015,sausage,2015,11,20,4
3402,4/11/2015,frozen meals,2015,11,4,2
3664,13/02/2014,pastry,2014,2,13,3
3071,21/01/2015,rolls/buns,2015,1,21,2
1792,7/06/2014,pork,2014,6,7,5
2069,6/10/2014,napkins,2014,10,6,0
3481,8/03/2015,pork,2015,3,8,6
4036,22/01/2014,cat food,2014,1,22,2
3276,4/03/2015,whole milk,2015,3,4,2
4092,30/09/2015,tropical fruit,2015,9,30,2
4745,4/01/2014,soda,2014,1,4,5
1198,29/07/2014,specialty chocolate,2014,7,29,1
2875,3/12/2015,curd,2015,12,3,3
4134,28/11/2015,dessert,2015,11,28,5
2706,22/03/2015,popcorn,2015,3,22,6
2513,11/06/2015,bottled beer,2015,6,11,3
4433,16/02/2014,grapes,2014,2,16,6
2569,14/10/2014,specialty bar,2014,10,14,1
1702,1/12/2014,yogurt,2014,12,1,0
3107,27/02/2014,waffles,2014,2,27,3
2633,7/10/2015,hard cheese,2015,10,7,2
2746,13/02/2014,curd,2014,2,13,3
1776,3/02/2015,grapes,2015,2,3,1
2391,12/05/2015,bottled beer,2015,5,12,1
3586,27/10/2014,rolls/buns,2014,10,27,0
2167,12/08/2015,whole milk,2015,8,12,2
3498,7/01/2014,root vegetables,2014,1,7,1
1504,24/12/2014,cleaner,2014,12,24,2
1887,4/05/2014,frozen vegetables,2014,5,4,6
2267,1/07/2015,whole milk,2015,7,1,2
3419,20/08/2015,soap,2015,8,20,3
2340,17/01/2014,yogurt,2014,1,17,4
1186,26/04/2015,canned fruit,2015,4,26,6
4370,2/12/2014,long life bakery product,2014,12,2,1
1211,19/04/2015,other vegetables,2015,4,19,6
3014,20/12/2014,root vegetables,2014,12,20,5
3222,30/08/2014,whole milk,2014,8,30,5
3812,21/07/2015,sausage,2015,7,21,1
3402,26/12/2014,bottled water,2014,12,26,4
3380,16/05/2015,pip fruit,2015,5,16,5
3268,23/01/2014,white bread,2014,1,23,3
4692,27/10/2015,rolls/buns,2015,10,27,1
1452,29/03/2015,curd,2015,3,29,6
4883,28/08/2015,other vegetables,2015,8,28,4
3916,10/04/2015,citrus fruit,2015,4,10,4
1244,25/11/2014,rolls/buns,2014,11,25,1
2439,28/05/2014,canned fruit,2014,5,28,2
1518,21/06/2015,tropical fruit,2015,6,21,6
1632,16/02/2014,brown bread,2014,2,16,6
2816,3/06/2014,whole milk,2014,6,3,1
1901,29/11/2015,rolls/buns,2015,11,29,6
1618,4/03/2014,canned fruit,2014,3,4,1
1793,21/09/2015,rolls/buns,2015,9,21,0
3400,3/04/2015,brown bread,2015,4,3,4
2971,7/12/2014,fruit/vegetable juice,2014,12,7,6
4693,18/08/2015,frankfurter,2015,8,18,1
1641,8/11/2014,bottled beer,2014,11,8,5
4071,15/10/2015,napkins,2015,10,15,3
4005,13/05/2014,vinegar,2014,5,13,1
4509,29/11/2015,butter milk,2015,11,29,6
1628,19/11/2015,bottled water,2015,11,19,3
2539,23/11/2014,bottled beer,2014,11,23,6
2648,25/04/2014,root vegetables,2014,4,25,4
2171,8/02/2015,curd,2015,2,8,6
4926,20/11/2014,salty snack,2014,11,20,3
2960,31/08/2015,pastry,2015,8,31,0
3712,20/12/2015,sausage,2015,12,20,6
4461,13/05/2014,white bread,2014,5,13,1
3581,16/01/2015,yogurt,2015,1,16,4
2669,24/09/2015,onions,2015,9,24,3
3024,22/12/2014,roll products ,2014,12,22,0
2941,13/06/2014,bottled water,2014,6,13,4
1527,30/12/2015,whole milk,2015,12,30,2
2862,8/08/2015,misc. beverages,2015,8,8,5
4960,19/10/2014,root vegetables,2014,10,19,6
4826,14/04/2014,bottled water,2014,4,14,0
4600,14/07/2015,fruit/vegetable juice,2015,7,14,1
1807,18/05/2015,hamburger meat,2015,5,18,0
1907,19/07/2015,sausage,2015,7,19,6
3799,22/05/2014,tropical fruit,2014,5,22,3
4485,27/01/2014,pastry,2014,1,27,0
1411,15/04/2014,beverages,2014,4,15,1
2612,6/02/2014,white bread,2014,2,6,3
2020,4/11/2014,hamburger meat,2014,11,4,1
1113,29/03/2015,pudding powder,2015,3,29,6
2967,23/01/2014,flower (seeds),2014,1,23,3
2910,12/04/2015,whole milk,2015,4,12,6
4999,4/09/2014,newspapers,2014,9,4,3
1971,18/09/2015,frozen meals,2015,9,18,4
2775,8/06/2015,grapes,2015,6,8,0
3911,23/08/2015,salt,2015,8,23,6
1380,21/11/2015,whole milk,2015,11,21,5
1703,15/02/2015,mustard,2015,2,15,6
2564,14/07/2015,frankfurter,2015,7,14,1
4695,1/05/2015,oil,2015,5,1,4
1072,23/10/2015,canned beer,2015,10,23,4
3863,13/06/2015,pet care,2015,6,13,5
2193,4/12/2014,beef,2014,12,4,3
1801,21/08/2014,brown bread,2014,8,21,3
1934,27/02/2015,napkins,2015,2,27,4
4744,28/10/2015,brown bread,2015,10,28,2
4953,23/10/2014,rolls/buns,2014,10,23,3
2729,1/06/2015,red/blush wine,2015,6,1,0
4068,12/11/2015,specialty bar,2015,11,12,3
1753,26/02/2015,other vegetables,2015,2,26,3
2021,1/12/2015,meat,2015,12,1,1
2550,23/12/2015,chicken,2015,12,23,2
2454,4/08/2015,meat,2015,8,4,1
3385,28/06/2015,frankfurter,2015,6,28,6
1863,24/11/2014,rice,2014,11,24,0
1128,27/03/2014,frozen vegetables,2014,3,27,3
3469,2/04/2014,chicken,2014,4,2,2
1577,16/03/2015,beef,2015,3,16,0
2808,23/01/2014,white bread,2014,1,23,3
1723,9/02/2015,sliced cheese,2015,2,9,0
2698,24/01/2015,yogurt,2015,1,24,5
1882,7/09/2015,root vegetables,2015,9,7,0
4890,30/11/2014,whole milk,2014,11,30,6
4500,2/04/2014,soft cheese,2014,4,2,2
1489,23/06/2015,tropical fruit,2015,6,23,1
3046,28/02/2014,soda,2014,2,28,4
4227,20/08/2015,coffee,2015,8,20,3
3100,3/06/2015,salty snack,2015,6,3,2
4373,16/05/2014,nut snack,2014,5,16,4
3861,7/07/2015,rolls/buns,2015,7,7,1
4766,25/09/2014,soda,2014,9,25,3
4713,28/01/2015,bottled beer,2015,1,28,2
3920,23/02/2014,pastry,2014,2,23,6
4588,9/02/2014,other vegetables,2014,2,9,6
3083,6/09/2014,tropical fruit,2014,9,6,5
2038,17/05/2015,whole milk,2015,5,17,6
1111,3/03/2014,soda,2014,3,3,0
3531,18/03/2014,pastry,2014,3,18,1
2709,20/08/2015,rolls/buns,2015,8,20,3
2294,22/06/2015,ham,2015,6,22,0
1812,14/10/2015,margarine,2015,10,14,2
4199,24/08/2014,margarine,2014,8,24,6
4610,18/11/2014,candy,2014,11,18,1
2389,13/10/2014,turkey,2014,10,13,0
4957,15/05/2014,misc. beverages,2014,5,15,3
3543,10/11/2015,curd,2015,11,10,1
4505,24/06/2014,other vegetables,2014,6,24,1
3494,31/03/2014,dessert,2014,3,31,0
3781,7/06/2014,tropical fruit,2014,6,7,5
4210,17/03/2014,tropical fruit,2014,3,17,0
1108,30/07/2015,brown bread,2015,7,30,3
3668,24/10/2014,pip fruit,2014,10,24,4
1180,24/08/2014,citrus fruit,2014,8,24,6
1913,18/08/2015,whipped/sour cream,2015,8,18,1
1379,13/07/2015,butter milk,2015,7,13,0
3252,14/05/2014,whole milk,2014,5,14,2
1146,9/12/2015,pork,2015,12,9,2
2632,3/08/2014,frozen vegetables,2014,8,3,6
4570,4/04/2014,soda,2014,4,4,4
4344,30/10/2014,margarine,2014,10,30,3
3276,30/06/2015,root vegetables,2015,6,30,1
3919,10/07/2015,root vegetables,2015,7,10,4
1504,29/12/2014,chocolate,2014,12,29,0
2059,17/02/2014,tropical fruit,2014,2,17,0
2852,6/08/2015,whipped/sour cream,2015,8,6,3
1366,29/05/2015,cake bar,2015,5,29,4
2806,13/03/2014,onions,2014,3,13,3
3008,7/09/2014,other vegetables,2014,9,7,6
3582,4/08/2014,fruit/vegetable juice,2014,8,4,0
4656,7/05/2014,vinegar,2014,5,7,2
3729,24/12/2014,domestic eggs,2014,12,24,2
4574,30/11/2015,mustard,2015,11,30,0
2516,4/03/2015,yogurt,2015,3,4,2
3082,7/07/2014,cling film/bags,2014,7,7,0
3609,13/05/2014,rolls/buns,2014,5,13,1
2093,24/12/2014,whipped/sour cream,2014,12,24,2
1378,12/10/2014,soft cheese,2014,10,12,6
3142,9/01/2014,cream cheese ,2014,1,9,3
4308,1/07/2014,whole milk,2014,7,1,1
2560,12/01/2014,shopping bags,2014,1,12,6
2310,24/03/2015,frozen meals,2015,3,24,1
4741,12/10/2014,sausage,2014,10,12,6
1495,1/09/2015,root vegetables,2015,9,1,1
1280,17/04/2014,spices,2014,4,17,3
3220,14/10/2015,pork,2015,10,14,2
1562,22/01/2015,beef,2015,1,22,3
1009,23/09/2015,pastry,2015,9,23,2
3772,3/09/2015,yogurt,2015,9,3,3
4880,9/11/2014,baking powder,2014,11,9,6
2927,13/01/2014,rolls/buns,2014,1,13,0
2440,19/06/2015,meat,2015,6,19,4
4086,14/01/2014,dishes,2014,1,14,1
2171,19/06/2015,frankfurter,2015,6,19,4
2516,4/03/2015,bottled beer,2015,3,4,2
1574,2/12/2015,brown bread,2015,12,2,2
2452,8/11/2015,canned beer,2015,11,8,6
1279,9/10/2015,whole milk,2015,10,9,4
1169,15/12/2014,cake bar,2014,12,15,0
4678,31/03/2015,soda,2015,3,31,1
4854,1/12/2014,domestic eggs,2014,12,1,0
2339,20/05/2014,baking powder,2014,5,20,1
2996,1/08/2015,domestic eggs,2015,8,1,5
4070,28/05/2014,butter milk,2014,5,28,2
4271,19/12/2014,pasta,2014,12,19,4
2058,4/02/2014,rolls/buns,2014,2,4,1
4778,24/08/2015,citrus fruit,2015,8,24,0
2757,28/04/2015,beef,2015,4,28,1
3649,16/01/2015,grapes,2015,1,16,4
4097,20/06/2014,ice cream,2014,6,20,4
1557,12/10/2014,chocolate,2014,10,12,6
1174,29/12/2014,root vegetables,2014,12,29,0
1994,10/05/2015,bottled beer,2015,5,10,6
2216,17/11/2015,other vegetables,2015,11,17,1
2955,6/07/2014,pastry,2014,7,6,6
2100,20/03/2014,chocolate,2014,3,20,3
1004,12/02/2015,other vegetables,2015,2,12,3
2522,17/07/2014,specialty bar,2014,7,17,3
1373,5/10/2015,cake bar,2015,10,5,0
1362,1/03/2014,mustard,2014,3,1,5
3550,18/12/2014,ice cream,2014,12,18,3
2348,12/11/2015,domestic eggs,2015,11,12,3
2899,11/09/2015,sausage,2015,9,11,4
1521,26/12/2014,ham,2014,12,26,4
4679,11/10/2015,bottled water,2015,10,11,6
4554,18/07/2014,white bread,2014,7,18,4
3645,12/05/2015,citrus fruit,2015,5,12,1
4691,1/08/2015,shopping bags,2015,8,1,5
1613,19/11/2014,salt,2014,11,19,2
2519,8/04/2014,bottled water,2014,4,8,1
3468,7/08/2015,salty snack,2015,8,7,4
4808,26/07/2015,meat,2015,7,26,6
1998,18/05/2015,rolls/buns,2015,5,18,0
4933,2/01/2014,bottled water,2014,1,2,3
2552,1/05/2015,tropical fruit,2015,5,1,4
4610,19/07/2015,chocolate,2015,7,19,6
2952,25/11/2015,frankfurter,2015,11,25,2
3924,2/07/2015,oil,2015,7,2,3
3181,5/08/2014,pip fruit,2014,8,5,1
2756,10/08/2014,fruit/vegetable juice,2014,8,10,6
4261,29/05/2014,whisky,2014,5,29,3
2041,9/10/2014,zwieback,2014,10,9,3
2086,3/09/2015,pastry,2015,9,3,3
2363,22/05/2015,beef,2015,5,22,4
4402,10/09/2014,newspapers,2014,9,10,2
4393,24/11/2015,herbs,2015,11,24,1
4153,14/02/2014,sausage,2014,2,14,4
2869,11/08/2014,bottled water,2014,8,11,0
1493,22/05/2015,hygiene articles,2015,5,22,4
4563,14/05/2015,sparkling wine,2015,5,14,3
4942,8/06/2015,chocolate,2015,6,8,0
3205,17/01/2015,pork,2015,1,17,5
1690,30/05/2014,rolls/buns,2014,5,30,4
3656,3/11/2015,yogurt,2015,11,3,1
2519,6/03/2015,soda,2015,3,6,4
2580,17/11/2015,other vegetables,2015,11,17,1
4338,25/10/2014,pip fruit,2014,10,25,5
3799,17/09/2014,chocolate,2014,9,17,2
3398,3/11/2015,citrus fruit,2015,11,3,1
4952,22/10/2015,soda,2015,10,22,3
3950,22/01/2014,cat food,2014,1,22,2
3296,6/06/2015,specialty bar,2015,6,6,5
4351,26/11/2014,rolls/buns,2014,11,26,2
2035,23/12/2015,sausage,2015,12,23,2
3976,10/05/2014,other vegetables,2014,5,10,5
2747,4/07/2014,dog food,2014,7,4,4
3961,24/12/2015,yogurt,2015,12,24,3
2200,3/08/2015,citrus fruit,2015,8,3,0
3447,28/01/2014,soda,2014,1,28,1
4160,6/12/2015,rolls/buns,2015,12,6,6
2636,9/11/2015,sausage,2015,11,9,0
2271,8/07/2014,pickled vegetables,2014,7,8,1
2064,18/03/2014,oil,2014,3,18,1
3011,16/08/2014,whipped/sour cream,2014,8,16,5
2899,24/11/2015,rolls/buns,2015,11,24,1
1088,30/11/2015,domestic eggs,2015,11,30,0
4249,27/02/2015,shopping bags,2015,2,27,4
2215,9/12/2014,hamburger meat,2014,12,9,1
4299,2/08/2015,citrus fruit,2015,8,2,6
1032,15/06/2015,other vegetables,2015,6,15,0
1732,4/03/2014,citrus fruit,2014,3,4,1
2547,24/11/2015,butter,2015,11,24,1
3072,26/01/2015,citrus fruit,2015,1,26,0
2071,31/07/2014,pip fruit,2014,7,31,3
3399,7/12/2015,other vegetables,2015,12,7,0
4486,21/07/2015,rolls/buns,2015,7,21,1
4130,4/05/2015,beef,2015,5,4,0
3566,16/01/2014,other vegetables,2014,1,16,3
3957,15/05/2015,beef,2015,5,15,4
3818,17/12/2015,turkey,2015,12,17,3
4299,26/02/2014,citrus fruit,2014,2,26,2
1428,23/08/2014,soda,2014,8,23,5
2965,1/04/2014,salty snack,2014,4,1,1
4439,21/08/2015,rolls/buns,2015,8,21,4
3675,2/06/2014,liquor,2014,6,2,0
2394,30/08/2015,yogurt,2015,8,30,6
4038,7/08/2015,white wine,2015,8,7,4
4722,16/12/2015,whole milk,2015,12,16,2
2918,4/08/2015,napkins,2015,8,4,1
2559,27/10/2014,bottled beer,2014,10,27,0
2007,28/08/2015,photo/film,2015,8,28,4
2533,21/09/2014,frozen vegetables,2014,9,21,6
4969,9/09/2014,specialty bar,2014,9,9,1
2598,11/11/2015,pastry,2015,11,11,2
2869,8/02/2014,bottled water,2014,2,8,5
4444,25/04/2014,long life bakery product,2014,4,25,4
4485,25/07/2015,beef,2015,7,25,5
3200,2/11/2015,hamburger meat,2015,11,2,0
1098,19/07/2014,tropical fruit,2014,7,19,5
1782,30/08/2014,other vegetables,2014,8,30,5
1493,22/10/2014,UHT-milk,2014,10,22,2
4364,9/05/2015,pickled vegetables,2015,5,9,5
1814,2/01/2014,frankfurter,2014,1,2,3
4435,12/06/2014,bottled beer,2014,6,12,3
1877,13/08/2014,soda,2014,8,13,2
1041,7/07/2014,dessert,2014,7,7,0
2125,4/02/2014,oil,2014,2,4,1
3505,31/07/2014,cream cheese ,2014,7,31,3
2386,1/03/2015,newspapers,2015,3,1,6
1225,10/03/2014,white bread,2014,3,10,0
2993,17/11/2014,beef,2014,11,17,0
3442,10/12/2015,butter milk,2015,12,10,3
3510,1/02/2015,whole milk,2015,2,1,6
3460,14/02/2015,pork,2015,2,14,5
2430,2/03/2014,sausage,2014,3,2,6
4551,28/07/2015,chicken,2015,7,28,1
1116,3/06/2014,napkins,2014,6,3,1
3399,19/07/2015,sausage,2015,7,19,6
1047,1/04/2015,soda,2015,4,1,2
3041,15/09/2015,hard cheese,2015,9,15,1
1225,26/03/2015,other vegetables,2015,3,26,3
1138,24/02/2015,butter milk,2015,2,24,1
1682,27/04/2014,fruit/vegetable juice,2014,4,27,6
2574,12/11/2015,curd,2015,11,12,3
2401,15/01/2015,whole milk,2015,1,15,3
1545,17/10/2015,frozen vegetables,2015,10,17,5
4932,17/07/2015,beverages,2015,7,17,4
1440,9/06/2015,shopping bags,2015,6,9,1
1999,24/08/2015,ice cream,2015,8,24,0
1037,24/02/2014,rolls/buns,2014,2,24,0
2293,31/03/2014,other vegetables,2014,3,31,0
1269,30/09/2015,softener,2015,9,30,2
2648,11/08/2015,margarine,2015,8,11,1
3230,14/01/2015,other vegetables,2015,1,14,2
3712,20/12/2015,whole milk,2015,12,20,6
4480,17/05/2014,jam,2014,5,17,5
3589,11/04/2015,whole milk,2015,4,11,5
4620,3/11/2015,other vegetables,2015,11,3,1
4801,8/04/2015,butter milk,2015,4,8,2
2672,7/12/2015,beverages,2015,12,7,0
2091,18/01/2014,photo/film,2014,1,18,5
2178,26/01/2014,salt,2014,1,26,6
2633,27/11/2015,newspapers,2015,11,27,4
3603,11/04/2014,whole milk,2014,4,11,4
1463,24/12/2015,sausage,2015,12,24,3
1831,29/07/2014,hard cheese,2014,7,29,1
1296,11/06/2015,root vegetables,2015,6,11,3
3615,21/04/2014,hygiene articles,2014,4,21,0
1822,24/01/2014,semi-finished bread,2014,1,24,4
4843,13/05/2015,whole milk,2015,5,13,2
1354,17/03/2014,red/blush wine,2014,3,17,0
3227,21/07/2014,yogurt,2014,7,21,0
4155,26/01/2015,herbs,2015,1,26,0
1087,14/08/2015,pot plants,2015,8,14,4
4941,9/09/2014,soda,2014,9,9,1
3083,6/09/2014,flour,2014,9,6,5
1881,18/08/2014,oil,2014,8,18,0
1492,20/01/2015,cat food,2015,1,20,1
4303,28/11/2014,specialty bar,2014,11,28,4
2302,29/01/2014,other vegetables,2014,1,29,2
3176,25/05/2015,whole milk,2015,5,25,0
1080,11/02/2014,soda,2014,2,11,1
4285,29/12/2015,whole milk,2015,12,29,1
1351,15/01/2014,coffee,2014,1,15,2
4510,3/12/2014,citrus fruit,2014,12,3,2
3194,26/10/2014,soda,2014,10,26,6
4941,15/01/2015,canned beer,2015,1,15,3
4067,29/04/2014,condensed milk,2014,4,29,1
2785,2/01/2015,beef,2015,1,2,4
3653,11/09/2015,frankfurter,2015,9,11,4
1161,14/03/2015,yogurt,2015,3,14,5
2488,26/08/2014,newspapers,2014,8,26,1
3054,27/05/2015,tropical fruit,2015,5,27,2
1460,24/06/2015,tropical fruit,2015,6,24,2
3971,2/04/2014,chocolate marshmallow,2014,4,2,2
4408,13/03/2015,whole milk,2015,3,13,4
2523,2/12/2015,soda,2015,12,2,2
2712,9/11/2015,other vegetables,2015,11,9,0
4556,10/12/2014,whipped/sour cream,2014,12,10,2
1159,2/06/2014,frozen vegetables,2014,6,2,0
4773,8/12/2014,root vegetables,2014,12,8,0
2912,20/09/2014,UHT-milk,2014,9,20,5
2190,14/05/2015,rolls/buns,2015,5,14,3
2376,28/05/2015,whole milk,2015,5,28,3
1599,29/05/2015,berries,2015,5,29,4
1011,6/02/2014,curd cheese,2014,2,6,3
4845,10/12/2015,berries,2015,12,10,3
3758,14/06/2014,whole milk,2014,6,14,5
3730,17/04/2014,sliced cheese,2014,4,17,3
4380,8/12/2014,liquor,2014,12,8,0
3924,2/07/2015,root vegetables,2015,7,2,3
3237,28/06/2015,other vegetables,2015,6,28,6
3719,10/03/2014,condensed milk,2014,3,10,0
